ID,Rating,Review Date,Location,Username,Member,RAND,Gender,Review,Fit Feedback,Comfort Feedback,Recommend Feedback,Title,IsPromoReview,Subtitle,ColorDescription,FullPrice,Discounted,EmployeePrice,CurrentPrice,IsLaunch,Pid,IS_BEST_SELLER,IS_IN_STOCK
29,5,10-Aug-23,"ME, US",Racharoni,Yes,0.630827493,Prefer not to say,"Best shoes
 I love these shoes the color way and think they are better than dunks. Super clean and stylish
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Racharoni
Aug 10, 2023
Originally posted at DICK'S Sporting Goods
0
0
Flag",,,,Air Jordan 1 Low,TRUE,Men's Shoes,Palomino/White/Wild Berry,110,TRUE,49.78,82.97,FALSE,1003842468,NOT_BEST_SELLER,IN_STOCK
30,5,10-Aug-23,"ME, US",Racharoni,Yes,0.17381356,Female,"Best shoes
 I love these shoes the color way and think they are better than dunks. Super clean and stylish
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Racharoni
Aug 10, 2023
Originally posted at DICK'S Sporting Goods
0
0
Flag",,,,Air Jordan 1 Low,TRUE,Men's Shoes,Sky J Purple/White/Sky J Light Purple,110,FALSE,66,110,FALSE,1012365345,NOT_BEST_SELLER,IN_STOCK
31,5,10-Aug-23,"ME, US",Racharoni,Yes,0.301220059,Prefer not to say,"Best shoes
 I love these shoes the color way and think they are better than dunks. Super clean and stylish
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Racharoni
Aug 10, 2023
Originally posted at DICK'S Sporting Goods
0
0
Flag",,,,Air Jordan 1 Low,TRUE,Men's Shoes,Black/University Blue/White/Black,110,FALSE,66,110,FALSE,1012365344,NOT_BEST_SELLER,IN_STOCK
32,5,9-Aug-23,"ME, US",HARPO120,Yes,0.607536372,Female,"Love Them
The red white n blue is perfect. Gotnthem for both me and my sis....needless to say we have folks looking. For real...all.my lows are comfortable amd stylish. Theu go woth kist about anything i wear. My new collection...what's next
HARPO120
Aug 9, 2023
Originally posted at Hibbett Sports
0
0
Flag",,,,Air Jordan 1 Low,FALSE,Women's Shoes,Lucky Green/White/Aquatone,110,TRUE,53.38,88.97,FALSE,1010048667,NOT_BEST_SELLER,IN_STOCK
33,5,9-Aug-23,"ME, US",HARPO120,Yes,0.313976241,Female,"Love Them
The red white n blue is perfect. Gotnthem for both me and my sis....needless to say we have folks looking. For real...all.my lows are comfortable amd stylish. Theu go woth kist about anything i wear. My new collection...what's next
HARPO120
Aug 9, 2023
Originally posted at Hibbett Sports
0
0
Flag",,,,Air Jordan 1 Low,FALSE,Men's Shoes,Palomino/White/Wild Berry,110,TRUE,49.78,82.97,FALSE,1003842468,NOT_BEST_SELLER,IN_STOCK
34,5,9-Aug-23,"ME, US",HARPO120,Yes,0.626563052,Female,"Love Them
The red white n blue is perfect. Gotnthem for both me and my sis....needless to say we have folks looking. For real...all.my lows are comfortable amd stylish. Theu go woth kist about anything i wear. My new collection...what's next
HARPO120
Aug 9, 2023
Originally posted at Hibbett Sports
0
0
Flag",,,,Air Jordan 1 Low,FALSE,Men's Shoes,Sky J Purple/White/Sky J Light Purple,110,FALSE,66,110,FALSE,1012365345,NOT_BEST_SELLER,IN_STOCK
35,5,9-Aug-23,"ME, US",HARPO120,Yes,0.123921412,Female,"Love Them
The red white n blue is perfect. Gotnthem for both me and my sis....needless to say we have folks looking. For real...all.my lows are comfortable amd stylish. Theu go woth kist about anything i wear. My new collection...what's next
HARPO120
Aug 9, 2023
Originally posted at Hibbett Sports
0
0
Flag",,,,Air Jordan 1 Low,FALSE,Men's Shoes,Black/University Blue/White/Black,110,FALSE,66,110,FALSE,1012365344,NOT_BEST_SELLER,IN_STOCK
36,5,9-Aug-23,"TX, US",Bobba2222,Yes,0.710358042,Prefer not to say,"Great features
 I bought these a month ago and I am so happy I did
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Bobba2222
Aug 9, 2023
Location
Houston
Originally posted at DICK'S Sporting Goods
0
0
Flag",,,,Air Jordan 1 Low,TRUE,Women's Shoes,Lucky Green/White/Aquatone,110,TRUE,53.38,88.97,FALSE,1010048667,NOT_BEST_SELLER,IN_STOCK
37,5,9-Aug-23,"TX, US",Bobba2222,Yes,0.395849175,Prefer not to say,"Great features
 I bought these a month ago and I am so happy I did
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Bobba2222
Aug 9, 2023
Location
Houston
Originally posted at DICK'S Sporting Goods
0
0
Flag",,,,Air Jordan 1 Low,TRUE,Men's Shoes,Palomino/White/Wild Berry,110,TRUE,49.78,82.97,FALSE,1003842468,NOT_BEST_SELLER,IN_STOCK
38,5,9-Aug-23,"TX, US",Bobba2222,Yes,0.946965894,Prefer not to say,"Great features
 I bought these a month ago and I am so happy I did
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Bobba2222
Aug 9, 2023
Location
Houston
Originally posted at DICK'S Sporting Goods
0
0
Flag",,,,Air Jordan 1 Low,TRUE,Men's Shoes,Sky J Purple/White/Sky J Light Purple,110,FALSE,66,110,FALSE,1012365345,NOT_BEST_SELLER,IN_STOCK
39,5,9-Aug-23,"TX, US",Bobba2222,Yes,0.607449979,Prefer not to say,"Great features
 I bought these a month ago and I am so happy I did
Product received for free, or reviewed as part of a sweepstakes/promotion.
#teamnike
Bobba2222
Aug 9, 2023
Location
Houston
Originally posted at DICK'S Sporting Goods
0
0
Flag",,,,Air Jordan 1 Low,TRUE,Men's Shoes,Black/University Blue/White/Black,110,FALSE,66,110,FALSE,1012365344,NOT_BEST_SELLER,IN_STOCK
40,5,8-Sep-23,"OR, US",Manny214Fresh,Yes,0.322341502,Female,"Jordan Low 1 The delivery was on time as scheduled. The fit is true to size. Product quality is amazing!! Overall a perfect score of 10!! Manny214Fresh Sep 8, 2023 Location US Size you normally wear 9.5 0 0 Flag",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Women's Shoes,Lucky Green/White/Aquatone,110,TRUE,53.38,88.97,FALSE,1010048667,NOT_BEST_SELLER,IN_STOCK
41,5,8-Sep-23,"OR, US",Manny214Fresh,Yes,0.76443913,Female,"Jordan Low 1 The delivery was on time as scheduled. The fit is true to size. Product quality is amazing!! Overall a perfect score of 10!! Manny214Fresh Sep 8, 2023 Location US Size you normally wear 9.5 0 0 Flag",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Palomino/White/Wild Berry,110,TRUE,49.78,82.97,FALSE,1003842468,NOT_BEST_SELLER,IN_STOCK
42,5,8-Sep-23,"OR, US",Manny214Fresh,Yes,0.833064204,Male,"Jordan Low 1 The delivery was on time as scheduled. The fit is true to size. Product quality is amazing!! Overall a perfect score of 10!! Manny214Fresh Sep 8, 2023 Location US Size you normally wear 9.5 0 0 Flag",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Sky J Purple/White/Sky J Light Purple,110,FALSE,66,110,FALSE,1012365345,NOT_BEST_SELLER,IN_STOCK
43,5,8-Sep-23,"OR, US",Manny214Fresh,Yes,0.88799124,Female,"Jordan Low 1 The delivery was on time as scheduled. The fit is true to size. Product quality is amazing!! Overall a perfect score of 10!! Manny214Fresh Sep 8, 2023 Location US Size you normally wear 9.5 0 0 Flag",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Black/University Blue/White/Black,110,FALSE,66,110,FALSE,1012365344,NOT_BEST_SELLER,IN_STOCK
44,4,7-Sep-23,"OR, US",ChardyC719344446,Yes,0.214921258,Female,"Runs BIG Beautiful shoes, but runs BIG. I’m usually a 8.5M so I ordered a 10W and it was too big. I would definitely order half a size down next time!",Runs Big,Average,Yes,Air Jordan 1 Low,FALSE,Women's Shoes,Lucky Green/White/Aquatone,110,TRUE,53.38,88.97,FALSE,1010048667,NOT_BEST_SELLER,IN_STOCK
45,4,7-Sep-23,"OR, US",ChardyC719344446,Yes,0.981511103,Female,"Runs BIG Beautiful shoes, but runs BIG. I’m usually a 8.5M so I ordered a 10W and it was too big. I would definitely order half a size down next time!",Runs Big,Average,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Palomino/White/Wild Berry,110,TRUE,49.78,82.97,FALSE,1003842468,NOT_BEST_SELLER,IN_STOCK
46,4,7-Sep-23,"OR, US",ChardyC719344446,Yes,0.143531187,Female,"Runs BIG Beautiful shoes, but runs BIG. I’m usually a 8.5M so I ordered a 10W and it was too big. I would definitely order half a size down next time!",Runs Big,Average,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Sky J Purple/White/Sky J Light Purple,110,FALSE,66,110,FALSE,1012365345,NOT_BEST_SELLER,IN_STOCK
47,4,7-Sep-23,"OR, US",ChardyC719344446,Yes,0.10004598,Female,"Runs BIG Beautiful shoes, but runs BIG. I’m usually a 8.5M so I ordered a 10W and it was too big. I would definitely order half a size down next time!",Runs Big,Average,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Black/University Blue/White/Black,110,FALSE,66,110,FALSE,1012365344,NOT_BEST_SELLER,IN_STOCK
48,5,30-Aug-23,"OR, US",valeriam799341841,Yes,0.698685235,Male,"I Love the shoes, I definitely recommend.",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Women's Shoes,Lucky Green/White/Aquatone,110,TRUE,53.38,88.97,FALSE,1010048667,NOT_BEST_SELLER,IN_STOCK
49,5,30-Aug-23,"OR, US",valeriam799341841,Yes,0.008973313,Female,"I Love the shoes, I definitely recommend.",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Palomino/White/Wild Berry,110,TRUE,49.78,82.97,FALSE,1003842468,NOT_BEST_SELLER,IN_STOCK
50,5,30-Aug-23,"OR, US",valeriam799341841,Yes,0.27351015,Female,"I Love the shoes, I definitely recommend.",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Sky J Purple/White/Sky J Light Purple,110,FALSE,66,110,FALSE,1012365345,NOT_BEST_SELLER,IN_STOCK
51,5,30-Aug-23,"OR, US",valeriam799341841,Yes,0.555477372,Prefer not to say,"I Love the shoes, I definitely recommend.",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Black/University Blue/White/Black,110,FALSE,66,110,FALSE,1012365344,NOT_BEST_SELLER,IN_STOCK
52,5,20-Aug-23,"OR, US",JoshlynO437123264,Yes,0.388001462,Male,Love My Low Dunks My 1st Pair Of Low Dunks And I Love Them 😍 Black And Red Are Two Of My Favorite Colors.,True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Women's Shoes,Lucky Green/White/Aquatone,110,TRUE,53.38,88.97,FALSE,1010048667,NOT_BEST_SELLER,IN_STOCK
53,5,20-Aug-23,"OR, US",JoshlynO437123264,Yes,0.271965673,Male,Love My Low Dunks My 1st Pair Of Low Dunks And I Love Them 😍 Black And Red Are Two Of My Favorite Colors.,True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Palomino/White/Wild Berry,110,TRUE,49.78,82.97,FALSE,1003842468,NOT_BEST_SELLER,IN_STOCK
54,5,20-Aug-23,"OR, US",JoshlynO437123264,Yes,0.579953198,Male,Love My Low Dunks My 1st Pair Of Low Dunks And I Love Them 😍 Black And Red Are Two Of My Favorite Colors.,True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Sky J Purple/White/Sky J Light Purple,110,FALSE,66,110,FALSE,1012365345,NOT_BEST_SELLER,IN_STOCK
55,5,20-Aug-23,"OR, US",JoshlynO437123264,Yes,0.384200955,Male,Love My Low Dunks My 1st Pair Of Low Dunks And I Love Them 😍 Black And Red Are Two Of My Favorite Colors.,True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Black/University Blue/White/Black,110,FALSE,66,110,FALSE,1012365344,NOT_BEST_SELLER,IN_STOCK
56,5,14-Aug-23,"OR, US",crystals616033413,Yes,0.473773868,Female,"Jordan low shoes These shoes met all of our expectations! Bright, fun with that classic Jordan look. My daughter is a college softball coach and these shoes were purchased for her, matching the school colors 💙❤️ we are obsessed !!",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Women's Shoes,Lucky Green/White/Aquatone,110,TRUE,53.38,88.97,FALSE,1010048667,NOT_BEST_SELLER,IN_STOCK
57,5,14-Aug-23,"OR, US",crystals616033413,Yes,0.219995161,Female,"Jordan low shoes These shoes met all of our expectations! Bright, fun with that classic Jordan look. My daughter is a college softball coach and these shoes were purchased for her, matching the school colors 💙❤️ we are obsessed !!",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Palomino/White/Wild Berry,110,TRUE,49.78,82.97,FALSE,1003842468,NOT_BEST_SELLER,IN_STOCK
58,5,14-Aug-23,"OR, US",crystals616033413,Yes,0.159385378,Female,"Jordan low shoes These shoes met all of our expectations! Bright, fun with that classic Jordan look. My daughter is a college softball coach and these shoes were purchased for her, matching the school colors 💙❤️ we are obsessed !!",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Sky J Purple/White/Sky J Light Purple,110,FALSE,66,110,FALSE,1012365345,NOT_BEST_SELLER,IN_STOCK
59,5,14-Aug-23,"OR, US",crystals616033413,Yes,0.999604821,Female,"Jordan low shoes These shoes met all of our expectations! Bright, fun with that classic Jordan look. My daughter is a college softball coach and these shoes were purchased for her, matching the school colors 💙❤️ we are obsessed !!",True to Size,Very Comfortable,Yes,Air Jordan 1 Low,FALSE,Men's Shoes,Black/University Blue/White/Black,110,FALSE,66,110,FALSE,1012365344,NOT_BEST_SELLER,IN_STOCK
60,5,13-Aug-23,"TX, US",Shequilla31,Yes,0.85647484,Prefer not to say,"Fire AJ1 lows
These my friend are impeccable!!! Buttery leather, fire colorway, fast shipping and great fit!!! These AJ1 lows were right on time for the upcoming fall season although they can be worn for any season, any reason as they fit any swag!!!
Shequilla31
Aug 13, 2023
Location
Porter, TX
Originally posted at Hibbett Sports
0
0
Flag",,,,Air Jordan 1 Low,FALSE,Women's Shoes,Lucky Green/White/Aquatone,110,TRUE,53.38,88.97,FALSE,1010048667,NOT_BEST_SELLER,IN_STOCK
61,5,13-Aug-23,"TX, US",Shequilla31,Yes,0.994687591,Prefer not to say,"Fire AJ1 lows
These my friend are impeccable!!! Buttery leather, fire colorway, fast shipping and great fit!!! These AJ1 lows were right on time for the upcoming fall season although they can be worn for any season, any reason as they fit any swag!!!
Shequilla31
Aug 13, 2023
Location
Porter, TX
Originally posted at Hibbett Sports
0
0
Flag",,,,Air Jordan 1 Low,FALSE,Men's Shoes,Palomino/White/Wild Berry,110,TRUE,49.78,82.97,FALSE,1003842468,NOT_BEST_SELLER,IN_STOCK
